"","GILD.Open","GILD.High","GILD.Low","GILD.Close","GILD.Volume","GILD.Adjusted"
"2013-10-24",69.440002,70.139999,68.949997,69.830002,10476900,62.320068
"2013-10-25",70.120003,70.300003,68.199997,69.68,9458300,62.186195
"2013-10-28",70,70.400002,68.610001,68.730003,7013300,61.338375
"2013-10-29",68.790001,69.559998,68.230003,69.5,6255900,62.025551
"2013-10-30",71.889999,73.199997,71.43,72.669998,16630600,64.854645
"2013-10-31",72.760002,72.769997,70.970001,71.18,12730300,63.524872
"2013-11-01",71.389999,71.489998,70.419998,70.970001,9395500,63.337467
"2013-11-04",71.129997,71.25,69.32,69.339996,9332700,61.882748
"2013-11-05",69.489998,70.040001,69.25,69.540001,7102200,62.061256
"2013-11-06",69.660004,69.959999,67.209999,67.360001,11095700,60.115696
"2013-11-07",67.900002,68.440002,65.529999,65.629997,13750800,58.571754
"2013-11-08",66.5,67.580002,66.25,67.370003,12507100,60.124619
"2013-11-11",67.739998,68.080002,67.220001,67.510002,9444800,60.249561
"2013-11-12",67.18,67.839996,67.160004,67.610001,8446100,60.338814
"2013-11-13",67.860001,68.510002,67.059998,68.5,11909400,61.133102
"2013-11-14",68.779999,69.269997,68.580002,68.980003,9619800,61.561451
"2013-11-15",69.459999,69.900002,68.580002,69.889999,9383800,62.373592
"2013-11-18",70.529999,70.739998,68.75,68.970001,8781100,61.552547
"2013-11-19",68.800003,69.860001,68.349998,69.660004,7336500,62.168339
"2013-11-20",70.190002,71.470001,69.849998,71.080002,10245300,63.435619
"2013-11-21",71.220001,71.870003,71.209999,71.629997,9155300,63.926487
"2013-11-22",72.860001,75.209999,72.849998,74.269997,18519700,66.282532
"2013-11-25",75.419998,75.43,74.440002,74.599998,12257400,66.577065
"2013-11-26",74.830002,75.059998,74.110001,74.370003,9030800,66.371796
"2013-11-27",74.75,75.300003,74.169998,74.629997,8228900,66.603828
"2013-11-29",75,75.25,74.769997,74.809998,4900300,66.764481
"2013-12-02",74.839996,74.970001,73.610001,74.519997,11734800,66.505653
"2013-12-03",73.919998,74.059998,72.360001,72.419998,12863900,64.6315
"2013-12-04",72.019997,72.889999,71.5,72.470001,11241700,64.676125
"2013-12-05",72.620003,73.370003,72.089996,73.190002,9662700,65.318703
"2013-12-06",74.059998,74.129997,73.080002,73.989998,11554900,66.032654
"2013-12-09",76.07,76.110001,74.230003,75.190002,17248700,67.1036
"2013-12-10",75,75.099998,70.230003,72.809998,25872900,64.979584
"2013-12-11",72.959999,73.07,70.480003,70.610001,16840400,63.016167
"2013-12-12",70.389999,71.209999,70.050003,70.269997,12064600,62.71273
"2013-12-13",71.209999,71.610001,70.139999,71.400002,11343000,63.721214
"2013-12-16",72.029999,72.360001,71.339996,71.419998,12025400,63.739067
"2013-12-17",71.720001,71.739998,69.050003,70.080002,12247500,62.543171
"2013-12-18",72.279999,73.68,70.620003,73.589996,17907500,65.675674
"2013-12-19",73.029999,74.879997,73,73.43,10040500,65.532883
"2013-12-20",73.949997,75.080002,73.730003,74.660004,14893400,66.630608
"2013-12-23",75.349998,75.800003,74.68,74.989998,7545000,66.92511
"2013-12-24",74.989998,75.029999,74.209999,74.959999,4530700,66.898331
"2013-12-26",74.970001,75.349998,74.669998,75.199997,4852200,67.112526
"2013-12-27",75.360001,75.360001,74.25,74.449997,4913900,66.443199
"2013-12-30",74.669998,75.25,74.220001,75.080002,5899800,67.005447
"2013-12-31",75.07,75.25,74.160004,75.099998,6679700,67.023285
"2014-01-02",75.209999,75.589996,74.389999,75.209999,8279300,67.121468
"2014-01-03",75.209999,75.25,74.230003,74.32,6561500,66.327187
"2014-01-06",74.580002,74.690002,72.730003,73.239998,8346000,65.363327
"2014-01-07",73.5,73.870003,72.709999,72.779999,8513000,64.952797
"2014-01-08",73.169998,74.379997,72.529999,73.459999,11063200,65.559677
"2014-01-09",74.230003,75.059998,73.769997,74.300003,8825500,66.309326
"2014-01-10",75,75.040001,73.519997,74.870003,8471300,66.818024
"2014-01-13",75.150002,75.279999,72.599998,73.139999,9130400,65.274086
"2014-01-14",73.550003,75.169998,72.82,74.989998,11265200,66.92511
"2014-01-15",75.220001,75.410004,74.43,75.230003,10223900,67.139313
"2014-01-16",75.389999,79.019997,75.300003,77.900002,20728500,69.522163
"2014-01-17",77.889999,79.059998,77.440002,78.400002,11843300,69.968391
"2014-01-21",79.75,81.580002,79.419998,81.580002,13026200,72.806396
"2014-01-22",83.720001,84.400002,81.889999,82.18,17385400,73.341858
"2014-01-23",81.800003,82.279999,80.910004,82.150002,10756500,73.315086
"2014-01-24",81.760002,82.68,79.75,80.620003,13269300,71.949638
"2014-01-27",80.760002,80.760002,77.589996,78.860001,13638100,70.378922
"2014-01-28",80.599998,81.169998,79.82,80.669998,10284700,71.994247
"2014-01-29",80.010002,81.089996,78.959999,79.849998,10140000,71.262444
"2014-01-30",80.699997,82.199997,80.650002,81.519997,10162700,72.752853
"2014-01-31",79.970001,81.75,79.349998,80.650002,10819500,71.976402
"2014-02-03",81.769997,81.860001,78.589996,78.830002,14336700,70.352142
"2014-02-04",80.18,82.059998,79.849998,82.019997,15478300,73.199066
"2014-02-05",81.980003,82,76.709999,78.150002,23469100,69.74527
"2014-02-06",78.5,79.5,76.260002,76.5,17193800,68.272728
"2014-02-07",77.650002,78.809998,75.699997,78.75,16074200,70.280746
"2014-02-10",79.339996,81.129997,78.800003,80.980003,10487600,72.27092
"2014-02-11",81.120003,82.040001,80.889999,81.800003,12608600,73.002731
"2014-02-12",82.25,82.93,81.610001,82,9490300,73.181206
"2014-02-13",81.099998,82.620003,80.900002,82.550003,8964800,73.67205
"2014-02-14",82.809998,82.849998,80.629997,81.209999,10425700,72.476189
"2014-02-18",81.919998,83.980003,81.669998,83.809998,15019700,74.796555
"2014-02-19",83.650002,83.800003,82.300003,82.699997,9752400,73.805931
"2014-02-20",82.699997,83.199997,81.879997,82.809998,8962700,73.904099
"2014-02-21",83.540001,83.620003,82.580002,82.589996,11015000,73.707764
"2014-02-24",82.989998,84.059998,82.800003,83.57,9098200,74.58239
"2014-02-25",84.139999,84.879997,83.07,83.949997,8351300,74.921509
"2014-02-26",84.050003,84.5,83.309998,83.809998,11908500,74.796555
"2014-02-27",83.650002,84,82.5,83.650002,11003900,74.653778
"2014-02-28",83.790001,84.199997,81.800003,82.790001,12503600,73.886261
"2014-03-03",82.790001,82.900002,81,81.449997,12024000,72.690376
"2014-03-04",82.860001,83.360001,82.559998,82.940002,8220800,74.020134
"2014-03-05",83.019997,83.440002,82.730003,82.870003,6590400,73.957664
"2014-03-06",83.220001,83.419998,78.5,79.919998,21950000,71.324921
"2014-03-07",81.209999,81.349998,77.809998,79.580002,20459900,71.021484
"2014-03-10",79.400002,80.300003,78.349998,80.230003,8661900,71.60157
"2014-03-11",80.349998,80.57,79.32,79.839996,10569900,71.253525
"2014-03-12",79.360001,80.300003,78.620003,79.720001,9671400,71.146416
"2014-03-13",80.260002,80.470001,77.559998,78.010002,10600700,69.620331
"2014-03-14",76.989998,77.099998,74.550003,75.050003,18775000,66.978676
"2014-03-17",75.959999,76.860001,75.080002,75.449997,14099000,67.33564
"2014-03-18",75.540001,78.059998,75.510002,77.769997,10327000,69.406143
"2014-03-19",78.199997,78.599998,76.010002,76.540001,11155700,68.308434
"2014-03-20",76.5,76.650002,74.860001,75.529999,12148300,67.407051
"2014-03-21",75.669998,76.199997,70.849998,72.07,36979700,64.319153
"2014-03-24",72.540001,72.889999,68.809998,72.129997,29285300,64.372696
"2014-03-25",72.599998,74.300003,71.900002,73.029999,19176900,65.175911
"2014-03-26",73.720001,75.010002,72.769997,72.779999,15708700,64.952797
"2014-03-27",72.379997,73.339996,70.589996,71.410004,17749700,63.730129
"2014-03-28",70.620003,71.110001,67.629997,68.550003,29246100,61.177711
"2014-03-31",69.169998,71,69.169998,70.860001,18594900,63.239285
"2014-04-01",73.339996,73.879997,72.139999,73.639999,19497100,65.720306
"2014-04-02",75.160004,75.25,73.339996,73.959999,15992800,66.005875
"2014-04-03",75.160004,75.18,72.290001,74,15989400,66.04158
"2014-04-04",74.910004,75.25,71.519997,72.199997,19387500,64.435165
"2014-04-07",71.919998,73.730003,70.720001,72.230003,16037200,64.461945
"2014-04-08",71.709999,71.709999,69.279999,70.010002,25269000,62.480698
"2014-04-09",70.5,71.290001,69.860001,70.650002,20688600,63.051857
"2014-04-10",70.800003,71.230003,64.809998,65.480003,43152600,58.437878
"2014-04-11",64.190002,68.940002,63.5,66.029999,35988700,58.928726
"2014-04-14",67.790001,68.389999,65.739998,66.790001,17988000,59.606987
"2014-04-15",67.550003,69.139999,65.589996,68.169998,21802600,60.838581
"2014-04-16",69.32,69.889999,68.339996,69.279999,17266400,61.829212
"2014-04-17",69.370003,70.639999,69.089996,70,17546400,62.471779
"2014-04-21",70.379997,71.989998,69.400002,71.599998,17973500,63.899693
"2014-04-22",72.860001,73.260002,71.849998,72.860001,29207300,65.0242
"2014-04-23",75.730003,75.879997,73.760002,73.860001,35411800,65.916656
"2014-04-24",74.93,75,71.629997,74.080002,22098100,66.112991
"2014-04-25",74.019997,74.879997,73.43,73.900002,22726800,65.952354
"2014-04-28",74.849998,76.800003,72.769997,74.080002,22497800,66.112991
"2014-04-29",74.669998,76.379997,74,76.239998,15865700,68.040703
"2014-04-30",76.150002,78.669998,75.489998,78.489998,20165300,70.048706
"2014-05-01",78.620003,79.889999,77.830002,79.019997,15970200,70.521721
"2014-05-02",79.300003,79.5,76.650002,77.709999,16772700,69.352608
"2014-05-05",76.730003,79.910004,76.629997,79.830002,14085700,71.244598
"2014-05-06",79.739998,79.919998,78.230003,78.32,10990500,69.897003
"2014-05-07",79,79.230003,76.800003,78.769997,14664700,70.298584
"2014-05-08",78.879997,80.279999,78.199997,78.730003,13777000,70.262886
"2014-05-09",78.809998,79.790001,78,79.760002,9017400,71.182121
"2014-05-12",80.230003,80.730003,79.169998,80.349998,11254300,71.708664
"2014-05-13",80.489998,80.709999,80.010002,80.300003,8515500,71.664047
"2014-05-14",80.400002,81.610001,79.610001,80.970001,10735800,72.261993
"2014-05-15",81.019997,81.419998,79.459999,80.099998,12705000,71.485565
"2014-05-16",80.300003,80.839996,79.220001,80.800003,10525700,72.110283
"2014-05-19",80.709999,82.099998,80.5,82.050003,10159200,73.225845
"2014-05-20",82.040001,82.470001,80.720001,81.139999,10553900,72.413719
"2014-05-21",81.260002,81.980003,80.68,81.809998,9042000,73.011658
"2014-05-22",81.629997,83.699997,81.559998,82.900002,10879000,73.984428
"2014-05-23",82.43,82.5,80.75,80.940002,13588000,72.235222
"2014-05-27",82.080002,82.949997,81.120003,82.160004,10994500,73.324013
"2014-05-28",82.019997,82.870003,81.75,81.860001,8522900,73.056267
"2014-05-29",82.010002,82.650002,81.809998,82.080002,7904300,73.252632
"2014-05-30",81.769997,82.099998,80.470001,81.209999,11058500,72.476189
"2014-06-02",81.32,81.800003,80.75,81.550003,7598000,72.779617
"2014-06-03",81.269997,82.82,81.209999,82.550003,8249600,73.67205
"2014-06-04",82.260002,83.290001,82.019997,83.019997,9055500,74.091515
"2014-06-05",83.459999,83.459999,82.449997,82.800003,8423500,73.895195
"2014-06-06",83.239998,83.239998,81.720001,82.389999,9104500,73.529289
"2014-06-09",81.389999,81.5,78.5,79.010002,23319200,70.512779
"2014-06-10",79.279999,79.940002,78.739998,79.540001,11293800,70.985794
"2014-06-11",79.360001,81.800003,79.309998,80.82,11865400,72.128136
"2014-06-12",80.800003,81.57,80.330002,80.580002,7080000,71.913933
"2014-06-13",80.68,81.099998,79.870003,80.720001,7695100,72.038872
"2014-06-16",80.870003,81.389999,80.410004,80.769997,7356500,72.083504
"2014-06-17",80.730003,80.870003,79.559998,79.790001,11141300,71.208878
"2014-06-18",79.849998,79.989998,78.830002,79.470001,10436400,70.923309
"2014-06-19",79.470001,80.5,78.879997,79.779999,10967200,71.199982
"2014-06-20",80.139999,81.550003,79.68,81.199997,14042000,72.467255
"2014-06-23",81.269997,82.230003,80.580002,80.800003,7481800,72.110283
"2014-06-24",80.949997,82.050003,80.459999,80.809998,7274100,72.119194
"2014-06-25",80.860001,81.849998,80.599998,81.800003,8664300,73.002731
"2014-06-26",81.900002,82.209999,80.900002,82.18,6920700,73.341858
"2014-06-27",82.220001,83.379997,81.650002,82.940002,10397800,74.020134
"2014-06-30",82.849998,84.449997,82.629997,82.910004,10882500,73.993347
"2014-07-01",83.370003,85.489998,83.32,85.290001,11599400,76.117409
"2014-07-02",85.550003,87.879997,85.379997,87.099998,13949300,77.732735
"2014-07-03",87.699997,88.400002,87.050003,87.900002,9126100,78.446709
"2014-07-07",88.059998,88.599998,86.989998,87.209999,11474000,77.830902
"2014-07-08",86.839996,87.519997,86.029999,87.110001,11727100,77.741661
"2014-07-09",87.25,88.959999,87.190002,88.68,10397200,79.142815
"2014-07-10",87.18,89.25,86.309998,88.940002,9521200,79.374847
"2014-07-11",88.900002,89.980003,88.25,88.730003,11268700,79.187431
"2014-07-14",89.129997,90.269997,88.839996,89.849998,10729000,80.186966
"2014-07-15",90.029999,90.739998,88.190002,89,13756100,79.428413
"2014-07-16",89.400002,89.440002,85.82,87,14259700,77.643501
"2014-07-17",86.400002,88.169998,84.75,85.07,14942500,75.921066
"2014-07-18",85.730003,89.75,85.300003,89.190002,13236100,79.597954
"2014-07-21",89.800003,90.980003,88.809998,88.860001,13822000,79.303467
"2014-07-22",89.32,89.900002,88.580002,89.330002,12302900,79.7229
"2014-07-23",90.099998,90.730003,89.290001,90.339996,17694800,80.624275
"2014-07-24",91.559998,92.970001,89.889999,90.540001,23546700,80.802788
"2014-07-25",90.68,90.779999,88.699997,89.839996,13059400,80.178062
"2014-07-28",90.099998,91.730003,89.93,91.459999,14066500,81.623833
"2014-07-29",92.099998,93.25,91.599998,92.989998,13989000,82.989281
"2014-07-30",94.300003,94.339996,93.559998,93.790001,10753800,83.703255
"2014-07-31",93,93.370003,91.25,91.550003,13429400,81.704163
"2014-08-01",91,92.599998,90.690002,91.5,11992900,81.659538
"2014-08-04",92,92.889999,91.519997,92.18,11030000,82.266388
"2014-08-05",92.25,93.080002,91.599998,92.269997,10250800,82.346725
"2014-08-06",91.5,93.019997,91.089996,92.790001,11016200,82.810799
"2014-08-07",93.550003,93.639999,91.660004,92.050003,8804600,82.150391
"2014-08-08",91.839996,92.540001,90.82,92.449997,9820800,82.507362
"2014-08-11",93.139999,93.309998,92.519997,92.919998,8575000,82.926804
"2014-08-12",92.699997,93.379997,92.510002,93.360001,10587800,83.319496
"2014-08-13",93.5,94.610001,93.339996,93.980003,13027400,83.872826
"2014-08-14",94.580002,96.370003,94.239998,96.360001,12344200,85.996857
"2014-08-15",98.419998,99.489998,97.019997,99.489998,19714200,88.790237
"2014-08-18",100.440002,101.5,100.080002,100.720001,14755700,89.887962
"2014-08-19",101.43,101.650002,99.330002,101.279999,16300900,90.387733
"2014-08-20",100.709999,102.57,100.610001,100.790001,12590600,89.950432
"2014-08-21",101,102.309998,100.860001,102.269997,9799500,91.271271
"2014-08-22",103.019997,105.160004,102.610001,103.959999,13255900,92.779503
"2014-08-25",105.110001,107.529999,105.110001,107.449997,19882000,95.894173
"2014-08-26",108.059998,108.720001,104.769997,106.269997,18799900,94.841064
"2014-08-27",106.550003,108.769997,105.760002,107.410004,16164800,95.858482
"2014-08-28",107,108.110001,106.739998,107.510002,10301600,95.947731
"2014-08-29",107.900002,108.239998,106.779999,107.559998,11318200,95.99234
"2014-09-02",108.169998,109.5,107.610001,109.360001,15275700,97.598755
"2014-09-03",110,110.639999,108.339996,109.43,14388400,97.661224
"2014-09-04",109.809998,110,106.269997,106.860001,13757500,95.367622
"2014-09-05",106.400002,106.5,97.540001,105.360001,36078400,94.028938
"2014-09-08",104.949997,106.849998,104.739998,106.529999,11930900,95.07312
"2014-09-09",106.900002,106.980003,104.32,105.889999,14085700,94.501938
"2014-09-10",106.199997,108.230003,105.760002,108.220001,11246400,96.581352
"2014-09-11",108,108.489998,105.800003,106.389999,10470000,94.948166
"2014-09-12",106.169998,106.900002,102.900002,103.660004,15843400,92.511772
"2014-09-15",101.900002,102.099998,99.330002,100.989998,18163900,90.128914
"2014-09-16",99.849998,104.970001,99.230003,104.760002,14933000,93.493484
"2014-09-17",104.57,105.790001,101.900002,103.839996,18455700,92.672409
"2014-09-18",104.629997,106.5,104.099998,105.93,16347900,94.537643
"2014-09-19",107.75,107.889999,105.510002,105.959999,22238400,94.564407
"2014-09-22",106.010002,107.57,104.620003,105.470001,12319400,94.127121
"2014-09-23",104.709999,106.209999,104.550003,105.389999,10700400,94.055733
"2014-09-24",106.25,108.809998,106.019997,108.709999,14781400,97.018661
"2014-09-25",108.919998,110.589996,106.410004,107.339996,15402400,95.796013
"2014-09-26",108.900002,109.010002,106.760002,108.379997,10856700,96.724152
"2014-09-29",107.589996,108.68,106.449997,107.510002,8072100,95.947731
"2014-09-30",107.480003,108,105.860001,106.449997,11622700,95.001709
"2014-10-01",106.989998,107.589996,105.190002,105.589996,11659400,94.234207
"2014-10-02",105,105.910004,103.610001,104.559998,11527500,93.314995
"2014-10-03",105.550003,107.349998,104.709999,106.519997,10294700,95.064171
"2014-10-06",107.220001,107.449997,104.82,105.129997,11278300,93.823685
"2014-10-07",104.849998,105.300003,102.540001,104.290001,9757300,93.074013
"2014-10-08",104.300003,108.970001,104.040001,108.870003,16545000,97.161453
"2014-10-09",108.419998,108.620003,105.720001,105.849998,13174600,94.466248
"2014-10-10",105.389999,107.5,103,103.730003,19704500,92.574234
"2014-10-13",104.489998,104.57,101.360001,101.440002,14578900,90.530518
"2014-10-14",102,102.879997,94.269997,97.18,27245100,86.728683
"2014-10-15",95,97.769997,91.730003,96.160004,23835100,85.818367
"2014-10-16",94.389999,100,93.279999,96.879997,19881400,86.460938
"2014-10-17",98.620003,102.32,98.620003,100.75,17539000,89.914734
"2014-10-20",101.150002,103.589996,100.82,102.209999,11887100,91.217697
"2014-10-21",104.050003,106.669998,103.459999,106.669998,12267900,95.198059
"2014-10-22",106.510002,107,104.080002,106.089996,13763100,94.680435
"2014-10-23",106.639999,108.18,105.5,107.18,13872600,95.653221
"2014-10-24",107.529999,111.470001,106.599998,110.709999,15125700,98.803574
"2014-10-27",110.769997,112.989998,108.870003,112.589996,11505500,100.481384
"2014-10-28",113.25,114.129997,112.260002,113.449997,16128700,101.248901
"2014-10-29",109.849998,113.43,108,110.720001,21151500,98.812485
"2014-10-30",110.720001,114.349998,110.599998,114.220001,13796700,101.936081
"2014-10-31",115.900002,116.830002,110.760002,112,22070000,99.954834
"2014-11-03",112.309998,112.800003,108.809998,109.980003,15356600,98.152084
"2014-11-04",109.620003,110.650002,108.970001,109.720001,10206800,97.920036
"2014-11-05",110.870003,110.910004,105.75,106.050003,15459500,94.644753
"2014-11-06",106.940002,108.449997,106.099998,106.940002,13149400,95.439041
"2014-11-07",108.900002,108.949997,106.330002,106.449997,12663700,95.001709
"2014-11-10",109.07,109.370003,106.660004,107.019997,21412900,95.510414
"2014-11-11",107.480003,108.720001,106.669998,108.010002,12206500,96.393944
"2014-11-12",107.760002,107.809998,105.699997,106.900002,12802200,95.403328
"2014-11-13",106.959999,107.050003,103.510002,104.199997,20880400,92.993706
"2014-11-14",103.5,103.790001,100,102.059998,23553400,91.083847
"2014-11-17",101.099998,102.160004,100.300003,100.440002,17100900,89.638069
"2014-11-18",101.690002,103.970001,100.82,103.709999,20163300,92.556381
"2014-11-19",103.199997,103.32,101.010002,102.339996,13864200,91.333733
"2014-11-20",101.949997,103.379997,100.300003,100.589996,20027500,89.771942
"2014-11-21",102.209999,102.510002,100.080002,100.580002,16765000,89.763023
"2014-11-24",101.110001,102.300003,99.440002,100.599998,17111100,89.780861
"2014-11-25",100.949997,101.379997,98.370003,101.110001,20640200,90.236015
"2014-11-26",101.25,101.550003,99.830002,100.300003,11536500,89.513145
"2014-11-28",100.989998,101.330002,99.699997,100.32,7552700,89.530968
"2014-12-01",100,101.989998,99.769997,100.550003,14516100,89.736244
"2014-12-02",101.169998,102.779999,101.019997,102.190002,15568200,91.19986
"2014-12-03",103.040001,103.080002,99.860001,100.879997,17620800,90.030746
"2014-12-04",100.769997,102.029999,99.860001,101.82,12052800,90.869652
"2014-12-05",102.290001,105.449997,102.150002,104.589996,18127600,93.341751
"2014-12-08",105.050003,107.580002,104.919998,105.559998,13754200,94.207428
"2014-12-09",103.809998,106,102.220001,105.910004,11330900,94.519798
"2014-12-10",105.889999,106.760002,104.470001,104.839996,11903000,93.564865
"2014-12-11",105.230003,106.900002,104,104.309998,10962200,93.091858
"2014-12-12",103.470001,106.400002,103.339996,104.129997,11245100,92.931206
"2014-12-15",105.239998,105.940002,102.370003,103.160004,16206000,92.065544
"2014-12-16",102.639999,102.910004,100.389999,100.459999,13047100,89.655922
"2014-12-17",100.470001,102.739998,99.559998,102.400002,13557600,91.387276
"2014-12-18",104.480003,105.709999,103.660004,105.540001,14285600,94.189575
"2014-12-19",105.889999,109.489998,104.639999,108.449997,21210300,96.786613
"2014-12-22",96.730003,98.07,92.449997,92.900002,72464200,82.908966
"2014-12-23",93.410004,93.5,85.949997,89.449997,61035200,79.829994
"2014-12-24",88.980003,92.669998,88.860001,91.290001,21196200,81.47213
"2014-12-26",92.760002,94.360001,92.309998,93.790001,17649600,83.703255
"2014-12-29",96.07,97.419998,95.400002,97.300003,20634000,86.835762
"2014-12-30",97.739998,98.239998,95.07,95.279999,18488400,85.033012
"2014-12-31",96,96.75,94.239998,94.260002,13879000,84.122696
"2015-01-02",95.139999,96.650002,94.519997,94.910004,12340200,84.702797
"2015-01-05",95.239998,98.730003,93.18,96.790001,27530400,86.38063
"2015-01-06",98.470001,99.339996,96.089996,97.650002,22363800,87.148132
"2015-01-07",99.309998,99.900002,98.440002,99.480003,16373700,88.781311
"2015-01-08",100.800003,102.449997,100.290001,102.300003,18902300,91.298035
"2015-01-09",103.519997,103.830002,101.75,102.209999,14738100,91.217697
"2015-01-12",102.839996,103.339996,100.760002,101.209999,12746000,90.325256
"2015-01-13",101.849998,101.879997,95.25,97.209999,27030600,86.75544
"2015-01-14",96,100.089996,95.709999,99.260002,16183700,88.584984
"2015-01-15",99.300003,100.389999,97.230003,97.400002,11442200,86.925018
"2015-01-16",97.419998,100.889999,97.07,100.709999,14097700,89.879028
"2015-01-20",101.139999,104.050003,100.150002,103.779999,18838100,92.618874
"2015-01-21",103.040001,105.07,102.57,103.580002,12312500,92.440399
"2015-01-22",104.139999,105.18,101.559998,105.139999,12963100,93.832596
"2015-01-23",104.400002,106.110001,103.800003,105.540001,9593500,94.189575
"2015-01-26",104.870003,107.769997,104.870003,107.110001,10307500,95.590744
"2015-01-27",105.940002,107.019997,104.860001,105.029999,10341100,93.734421
"2015-01-28",105.32,105.5,102.349998,102.449997,11554500,91.431923
"2015-01-29",102.5,104.510002,101.07,104.18,8410500,92.975845
"2015-01-30",104.330002,106.269997,103.730003,104.830002,13608200,93.555939
"2015-02-02",106.099998,107.190002,104.43,106.190002,13965600,94.769676
"2015-02-03",106.709999,107.309998,104.099998,107.18,19849900,95.653221
"2015-02-04",98.93,100.209999,95.809998,98.43,59415800,87.844246
"2015-02-05",98.919998,100.919998,97.300003,99.900002,20641500,89.156158
"2015-02-06",99.730003,100.580002,97.150002,97.480003,21546300,86.996407
"2015-02-09",97.010002,98.669998,96.629997,96.900002,12668500,86.47879
"2015-02-10",97.75,98.75,97.120003,98.32,11495100,87.746063
"2015-02-11",98.629997,101.260002,98.419998,99.980003,14529600,89.227531
"2015-02-12",100.620003,101.699997,99.599998,100.800003,10659900,89.959358
"2015-02-13",101.260002,101.900002,100.830002,101.900002,11084700,90.941055
"2015-02-17",102.059998,103.849998,101.910004,103.839996,10789900,92.672409
"2015-02-18",103.760002,104.139999,103.010002,103.940002,7459400,92.761658
"2015-02-19",103.400002,104.309998,102.550003,102.730003,9203800,91.681808
"2015-02-20",102.419998,102.989998,101.919998,102.610001,9965400,91.574677
"2015-02-23",102.959999,104.989998,102.949997,104.510002,8926900,93.270363
"2015-02-24",104.589996,105.419998,104.010002,104.699997,7830300,93.439926
"2015-02-25",104.839996,105,103.900002,104.43,7270200,93.198967
"2015-02-26",104.300003,104.849998,103.300003,104.190002,6698000,92.984779
"2015-02-27",104.279999,104.339996,102.709999,103.529999,7940000,92.395752
"2015-03-02",104.300003,104.300003,102.800003,103.830002,7672800,92.663498
"2015-03-03",103.839996,103.900002,102.150002,102.790001,8348500,91.735344
"2015-03-04",102.089996,104.080002,101.660004,103.059998,8884500,91.976295
"2015-03-05",103.43,104.449997,102.720001,103.419998,8650700,92.297585
"2015-03-06",103,103.75,101.709999,101.809998,8658900,90.860733
"2015-03-09",101.540001,101.980003,100.190002,101.370003,9335900,90.468063
"2015-03-10",99.870003,100.550003,98.699997,98.830002,12728900,88.201225
"2015-03-11",99.129997,100.139999,98.760002,98.970001,9006400,88.326157
"2015-03-12",99.629997,100.550003,98.879997,99.93,8356800,89.182915
"2015-03-13",99.589996,100.980003,98.879997,99.610001,7810200,88.897362
"2015-03-16",100,101.599998,99.769997,101.300003,10524200,90.405586
"2015-03-17",100.800003,101.75,99.610001,100.440002,9906300,89.638069
"2015-03-18",100.279999,100.589996,98.540001,100.279999,12992200,89.495277
"2015-03-19",100.290001,101.730003,100.040001,101.440002,9231100,90.530518
"2015-03-20",102.010002,102.709999,101.699997,102.290001,17162200,91.289124
"2015-03-23",99.779999,101.190002,99.25,100.260002,17983700,89.477432
"2015-03-24",100.489998,102.849998,100.07,101.410004,11784800,90.503746
"2015-03-25",101.989998,103.110001,99.779999,99.860001,15629300,89.120438
"2015-03-26",99.129997,101.82,98.589996,101.080002,10928000,90.209259
"2015-03-27",101,102.099998,100.900002,101,8815900,90.137848
"2015-03-30",101.120003,101.660004,99.57,100.690002,9968200,89.861191
"2015-03-31",100.010002,100.199997,98.07,98.129997,13559900,87.576492
"2015-04-01",98.160004,98.160004,95.379997,97.720001,15134200,87.210602
"2015-04-02",97.989998,99.5,97.010002,98.43,10727300,87.844246
"2015-04-06",97.919998,98.739998,97.190002,97.790001,9697300,87.273056
"2015-04-07",98.279999,99.739998,98.010002,98.690002,8264700,88.076286
"2015-04-08",98.699997,100.900002,98.559998,99.870003,10967100,89.129372
"2015-04-09",100.169998,101.18,99.919998,101.160004,9178100,90.280647
"2015-04-10",101.75,102.449997,101.059998,101.769997,9257600,90.825035
"2015-04-13",102.010002,103.82,102,102.279999,10648400,91.28019
"2015-04-14",102.339996,102.660004,101.470001,102.209999,7224700,91.217697
"2015-04-15",102.389999,104.360001,102.330002,104.029999,12899700,92.841988
"2015-04-16",103.949997,104.720001,103.110001,103.339996,6670400,92.226196
"2015-04-17",102.349998,102.809998,100.610001,101.379997,9896500,90.476974
"2015-04-20",102.279999,102.279999,100.410004,100.660004,8752000,89.834412
"2015-04-21",101.419998,105.709999,100.889999,105.199997,19722700,93.886139
"2015-04-22",105.239998,105.419998,103.830002,104.18,8267300,92.975845
"2015-04-23",104.639999,105.75,104.010002,105.209999,8071800,93.895073
"2015-04-24",104.639999,105.68,103.599998,103.699997,9734400,92.54747
"2015-04-27",104.18,104.529999,102.010002,102.940002,10829200,91.869202
"2015-04-28",103.120003,103.830002,101.139999,103.720001,9793700,92.565323
"2015-04-29",103.120003,103.900002,101.620003,102.32,8932200,91.31588
"2015-04-30",102.150002,102.699997,99.800003,100.510002,14009500,89.700531
"2015-05-01",103.199997,106.339996,102.5,105.010002,22306500,93.716599
"2015-05-04",105.650002,107.5,105.220001,105.660004,13215600,94.296684
"2015-05-05",105.300003,105.730003,102.730003,102.989998,15046500,91.913811
"2015-05-06",103.449997,103.830002,101.519997,102.269997,10065200,91.271271
